INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT
0;05.01.2019 0:00:00;1;530000;25917
1;05.01.2019 0:00:00;1;530000;25375
2;05.01.2019 0:00:00;1;530000;25210
3;05.01.2019 0:00:00;1;530000;25327
4;05.01.2019 0:00:00;1;530000;25958
5;05.01.2019 0:00:00;1;530000;26590
6;05.01.2019 0:00:00;1;530000;27639
7;05.01.2019 0:00:00;1;530000;28590
8;05.01.2019 0:00:00;1;530000;29776
9;05.01.2019 0:00:00;1;530000;30182
10;05.01.2019 0:00:00;1;530000;30325
11;05.01.2019 0:00:00;1;530000;30119
12;05.01.2019 0:00:00;1;530000;30393
13;05.01.2019 0:00:00;1;530000;30366
14;05.01.2019 0:00:00;1;530000;30746
15;05.01.2019 0:00:00;1;530000;31979
16;05.01.2019 0:00:00;1;530000;31940
17;05.01.2019 0:00:00;1;530000;31702
18;05.01.2019 0:00:00;1;530000;31256
19;05.01.2019 0:00:00;1;530000;30783
20;05.01.2019 0:00:00;1;530000;30152
21;05.01.2019 0:00:00;1;530000;29197
22;05.01.2019 0:00:00;1;530000;27879
23;05.01.2019 0:00:00;1;530000;26894
0;06.01.2019 0:00:00;1;530000;26162
1;06.01.2019 0:00:00;1;530000;25574
2;06.01.2019 0:00:00;1;530000;25427
3;06.01.2019 0:00:00;1;530000;25649
4;06.01.2019 0:00:00;1;530000;26087
5;06.01.2019 0:00:00;1;530000;26889
6;06.01.2019 0:00:00;1;530000;27577
7;06.01.2019 0:00:00;1;530000;28617
8;06.01.2019 0:00:00;1;530000;29758
9;06.01.2019 0:00:00;1;530000;30200
10;06.01.2019 0:00:00;1;530000;30209
11;06.01.2019 0:00:00;1;530000;30269
12;06.01.2019 0:00:00;1;530000;30281
13;06.01.2019 0:00:00;1;530000;30427
14;06.01.2019 0:00:00;1;530000;30853
15;06.01.2019 0:00:00;1;530000;32073
16;06.01.2019 0:00:00;1;530000;32193
17;06.01.2019 0:00:00;1;530000;32043
18;06.01.2019 0:00:00;1;530000;31471
19;06.01.2019 0:00:00;1;530000;31314
20;06.01.2019 0:00:00;1;530000;30672
21;06.01.2019 0:00:00;1;530000;29646
22;06.01.2019 0:00:00;1;530000;28676
23;06.01.2019 0:00:00;1;530000;27590
0;07.01.2019 0:00:00;1;530000;26977
1;07.01.2019 0:00:00;1;530000;26500
2;07.01.2019 0:00:00;1;530000;26149
3;07.01.2019 0:00:00;1;530000;26368
4;07.01.2019 0:00:00;1;530000;26857
5;07.01.2019 0:00:00;1;530000;27301
6;07.01.2019 0:00:00;1;530000;27668
7;07.01.2019 0:00:00;1;530000;28794
8;07.01.2019 0:00:00;1;530000;29610
9;07.01.2019 0:00:00;1;530000;30035
10;07.01.2019 0:00:00;1;530000;30162
11;07.01.2019 0:00:00;1;530000;30103
12;07.01.2019 0:00:00;1;530000;30048
13;07.01.2019 0:00:00;1;530000;29960
14;07.01.2019 0:00:00;1;530000;30282
15;07.01.2019 0:00:00;1;530000;31655
16;07.01.2019 0:00:00;1;530000;32120
17;07.01.2019 0:00:00;1;530000;31905
18;07.01.2019 0:00:00;1;530000;31514
19;07.01.2019 0:00:00;1;530000;31342
20;07.01.2019 0:00:00;1;530000;30669
21;07.01.2019 0:00:00;1;530000;29676
22;07.01.2019 0:00:00;1;530000;28738
23;07.01.2019 0:00:00;1;530000;27707
0;08.01.2019 0:00:00;1;530000;26868
1;08.01.2019 0:00:00;1;530000;26452
2;08.01.2019 0:00:00;1;530000;26394
3;08.01.2019 0:00:00;1;530000;26256
4;08.01.2019 0:00:00;1;530000;26881
5;08.01.2019 0:00:00;1;530000;27697
6;08.01.2019 0:00:00;1;530000;28552
7;08.01.2019 0:00:00;1;530000;29665
8;08.01.2019 0:00:00;1;530000;30945
9;08.01.2019 0:00:00;1;530000;31447
10;08.01.2019 0:00:00;1;530000;31480
11;08.01.2019 0:00:00;1;530000;31484
12;08.01.2019 0:00:00;1;530000;31669
13;08.01.2019 0:00:00;1;530000;31525
14;08.01.2019 0:00:00;1;530000;31709
15;08.01.2019 0:00:00;1;530000;32989
16;08.01.2019 0:00:00;1;530000;33315
17;08.01.2019 0:00:00;1;530000;33154
18;08.01.2019 0:00:00;1;530000;32502
19;08.01.2019 0:00:00;1;530000;32185
20;08.01.2019 0:00:00;1;530000;31331
21;08.01.2019 0:00:00;1;530000;29787
22;08.01.2019 0:00:00;1;530000;28504
23;08.01.2019 0:00:00;1;530000;27473
0;09.01.2019 0:00:00;1;530000;26876
1;09.01.2019 0:00:00;1;530000;26601
2;09.01.2019 0:00:00;1;530000;26399
3;09.01.2019 0:00:00;1;530000;26990
4;09.01.2019 0:00:00;1;530000;28143
5;09.01.2019 0:00:00;1;530000;30416
6;09.01.2019 0:00:00;1;530000;32520
7;09.01.2019 0:00:00;1;530000;34269
8;09.01.2019 0:00:00;1;530000;35051
9;09.01.2019 0:00:00;1;530000;34940
10;09.01.2019 0:00:00;1;530000;34514
11;09.01.2019 0:00:00;1;530000;34286
12;09.01.2019 0:00:00;1;530000;34252
13;09.01.2019 0:00:00;1;530000;34120
14;09.01.2019 0:00:00;1;530000;34279
15;09.01.2019 0:00:00;1;530000;34820
16;09.01.2019 0:00:00;1;530000;35203
17;09.01.2019 0:00:00;1;530000;35007
18;09.01.2019 0:00:00;1;530000;34289
19;09.01.2019 0:00:00;1;530000;33772
20;09.01.2019 0:00:00;1;530000;32682
21;09.01.2019 0:00:00;1;530000;31037
22;09.01.2019 0:00:00;1;530000;29337
23;09.01.2019 0:00:00;1;530000;28388
0;10.01.2019 0:00:00;1;530000;27817
1;10.01.2019 0:00:00;1;530000;27356
2;10.01.2019 0:00:00;1;530000;27127
3;10.01.2019 0:00:00;1;530000;27433
4;10.01.2019 0:00:00;1;530000;28668
5;10.01.2019 0:00:00;1;530000;30897
6;10.01.2019 0:00:00;1;530000;32968
7;10.01.2019 0:00:00;1;530000;34434
8;10.01.2019 0:00:00;1;530000;35168
9;10.01.2019 0:00:00;1;530000;35152
10;10.01.2019 0:00:00;1;530000;34555
11;10.01.2019 0:00:00;1;530000;34451
12;10.01.2019 0:00:00;1;530000;34345
13;10.01.2019 0:00:00;1;530000;34616
14;10.01.2019 0:00:00;1;530000;34689
15;10.01.2019 0:00:00;1;530000;35173
16;10.01.2019 0:00:00;1;530000;35618
17;10.01.2019 0:00:00;1;530000;35171
18;10.01.2019 0:00:00;1;530000;34285
19;10.01.2019 0:00:00;1;530000;33871
20;10.01.2019 0:00:00;1;530000;32464
21;10.01.2019 0:00:00;1;530000;30911
22;10.01.2019 0:00:00;1;530000;29456
23;10.01.2019 0:00:00;1;530000;28270
0;11.01.2019 0:00:00;1;530000;27777
1;11.01.2019 0:00:00;1;530000;27236
2;11.01.2019 0:00:00;1;530000;27332
3;11.01.2019 0:00:00;1;530000;27840
4;11.01.2019 0:00:00;1;530000;28829
5;11.01.2019 0:00:00;1;530000;30761
6;11.01.2019 0:00:00;1;530000;32912
7;11.01.2019 0:00:00;1;530000;34520
8;11.01.2019 0:00:00;1;530000;35403
9;11.01.2019 0:00:00;1;530000;35202
10;11.01.2019 0:00:00;1;530000;34556
11;11.01.2019 0:00:00;1;530000;34513
12;11.01.2019 0:00:00;1;530000;34359
13;11.01.2019 0:00:00;1;530000;34274
14;11.01.2019 0:00:00;1;530000;34398
15;11.01.2019 0:00:00;1;530000;35129
16;11.01.2019 0:00:00;1;530000;35172
17;11.01.2019 0:00:00;1;530000;35151
18;11.01.2019 0:00:00;1;530000;34533
19;11.01.2019 0:00:00;1;530000;33872
20;11.01.2019 0:00:00;1;530000;32889
21;11.01.2019 0:00:00;1;530000;31452
22;11.01.2019 0:00:00;1;530000;29859
23;11.01.2019 0:00:00;1;530000;28935
0;12.01.2019 0:00:00;1;530000;28099
1;12.01.2019 0:00:00;1;530000;27558
2;12.01.2019 0:00:00;1;530000;27399
3;12.01.2019 0:00:00;1;530000;27698
4;12.01.2019 0:00:00;1;530000;28149
5;12.01.2019 0:00:00;1;530000;28850
6;12.01.2019 0:00:00;1;530000;30287
7;12.01.2019 0:00:00;1;530000;31215
8;12.01.2019 0:00:00;1;530000;32490
9;12.01.2019 0:00:00;1;530000;33009
10;12.01.2019 0:00:00;1;530000;32893
11;12.01.2019 0:00:00;1;530000;32776
12;12.01.2019 0:00:00;1;530000;32704
13;12.01.2019 0:00:00;1;530000;32677
14;12.01.2019 0:00:00;1;530000;33063
15;12.01.2019 0:00:00;1;530000;33913
16;12.01.2019 0:00:00;1;530000;34151
17;12.01.2019 0:00:00;1;530000;34003
18;12.01.2019 0:00:00;1;530000;33292
19;12.01.2019 0:00:00;1;530000;32822
20;12.01.2019 0:00:00;1;530000;31929
21;12.01.2019 0:00:00;1;530000;30784
22;12.01.2019 0:00:00;1;530000;29533
23;12.01.2019 0:00:00;1;530000;28334
0;13.01.2019 0:00:00;1;530000;27519
1;13.01.2019 0:00:00;1;530000;26967
2;13.01.2019 0:00:00;1;530000;26806
3;13.01.2019 0:00:00;1;530000;26949
4;13.01.2019 0:00:00;1;530000;27361
5;13.01.2019 0:00:00;1;530000;27865
6;13.01.2019 0:00:00;1;530000;29030
7;13.01.2019 0:00:00;1;530000;29798
8;13.01.2019 0:00:00;1;530000;31161
9;13.01.2019 0:00:00;1;530000;31527
10;13.01.2019 0:00:00;1;530000;31525
11;13.01.2019 0:00:00;1;530000;31589
12;13.01.2019 0:00:00;1;530000;31506
13;13.01.2019 0:00:00;1;530000;31608
14;13.01.2019 0:00:00;1;530000;31974
15;13.01.2019 0:00:00;1;530000;33054
16;13.01.2019 0:00:00;1;530000;33564
17;13.01.2019 0:00:00;1;530000;33364
18;13.01.2019 0:00:00;1;530000;32633
19;13.01.2019 0:00:00;1;530000;32295
20;13.01.2019 0:00:00;1;530000;31459
21;13.01.2019 0:00:00;1;530000;29810
22;13.01.2019 0:00:00;1;530000;28296
23;13.01.2019 0:00:00;1;530000;27439
0;14.01.2019 0:00:00;1;530000;26699
1;14.01.2019 0:00:00;1;530000;26358
2;14.01.2019 0:00:00;1;530000;26080
3;14.01.2019 0:00:00;1;530000;26394
4;14.01.2019 0:00:00;1;530000;27821
5;14.01.2019 0:00:00;1;530000;30266
6;14.01.2019 0:00:00;1;530000;32388
7;14.01.2019 0:00:00;1;530000;33723
8;14.01.2019 0:00:00;1;530000;34483
9;14.01.2019 0:00:00;1;530000;34544
10;14.01.2019 0:00:00;1;530000;34146
11;14.01.2019 0:00:00;1;530000;33887
12;14.01.2019 0:00:00;1;530000;34073
13;14.01.2019 0:00:00;1;530000;34083
14;14.01.2019 0:00:00;1;530000;34055
15;14.01.2019 0:00:00;1;530000;34528
16;14.01.2019 0:00:00;1;530000;34777
17;14.01.2019 0:00:00;1;530000;34464
18;14.01.2019 0:00:00;1;530000;33653
19;14.01.2019 0:00:00;1;530000;33089
20;14.01.2019 0:00:00;1;530000;31720
21;14.01.2019 0:00:00;1;530000;30155
22;14.01.2019 0:00:00;1;530000;28564
23;14.01.2019 0:00:00;1;530000;27270
0;15.01.2019 0:00:00;1;530000;26809
1;15.01.2019 0:00:00;1;530000;26454
2;15.01.2019 0:00:00;1;530000;26161
3;15.01.2019 0:00:00;1;530000;26765
4;15.01.2019 0:00:00;1;530000;28191
5;15.01.2019 0:00:00;1;530000;30384
6;15.01.2019 0:00:00;1;530000;32180
7;15.01.2019 0:00:00;1;530000;33652
8;15.01.2019 0:00:00;1;530000;34159
9;15.01.2019 0:00:00;1;530000;34082
10;15.01.2019 0:00:00;1;530000;33802
11;15.01.2019 0:00:00;1;530000;33814
12;15.01.2019 0:00:00;1;530000;33620
13;15.01.2019 0:00:00;1;530000;33509
14;15.01.2019 0:00:00;1;530000;33635
15;15.01.2019 0:00:00;1;530000;33999
16;15.01.2019 0:00:00;1;530000;34409
17;15.01.2019 0:00:00;1;530000;34248
18;15.01.2019 0:00:00;1;530000;33417
19;15.01.2019 0:00:00;1;530000;32850
20;15.01.2019 0:00:00;1;530000;31727
21;15.01.2019 0:00:00;1;530000;29899
22;15.01.2019 0:00:00;1;530000;28504
23;15.01.2019 0:00:00;1;530000;27391
0;16.01.2019 0:00:00;1;530000;26796
1;16.01.2019 0:00:00;1;530000;26336
2;16.01.2019 0:00:00;1;530000;26238
3;16.01.2019 0:00:00;1;530000;26549
4;16.01.2019 0:00:00;1;530000;27994
5;16.01.2019 0:00:00;1;530000;30243
6;16.01.2019 0:00:00;1;530000;32545
7;16.01.2019 0:00:00;1;530000;33951
8;16.01.2019 0:00:00;1;530000;34505
9;16.01.2019 0:00:00;1;530000;34609
10;16.01.2019 0:00:00;1;530000;34143
11;16.01.2019 0:00:00;1;530000;33735
12;16.01.2019 0:00:00;1;530000;33927
13;16.01.2019 0:00:00;1;530000;33882
14;16.01.2019 0:00:00;1;530000;33805
15;16.01.2019 0:00:00;1;530000;34469
16;16.01.2019 0:00:00;1;530000;34955
17;16.01.2019 0:00:00;1;530000;34799
18;16.01.2019 0:00:00;1;530000;33895
19;16.01.2019 0:00:00;1;530000;33422
20;16.01.2019 0:00:00;1;530000;32035
21;16.01.2019 0:00:00;1;530000;30424
22;16.01.2019 0:00:00;1;530000;28693
23;16.01.2019 0:00:00;1;530000;27485
0;17.01.2019 0:00:00;1;530000;26903
1;17.01.2019 0:00:00;1;530000;26587
2;17.01.2019 0:00:00;1;530000;26512
3;17.01.2019 0:00:00;1;530000;26771
4;17.01.2019 0:00:00;1;530000;28216
5;17.01.2019 0:00:00;1;530000;30531
6;17.01.2019 0:00:00;1;530000;32520
7;17.01.2019 0:00:00;1;530000;34130
8;17.01.2019 0:00:00;1;530000;34643
9;17.01.2019 0:00:00;1;530000;34716
10;17.01.2019 0:00:00;1;530000;34075
11;17.01.2019 0:00:00;1;530000;34081
12;17.01.2019 0:00:00;1;530000;34268
13;17.01.2019 0:00:00;1;530000;34168
14;17.01.2019 0:00:00;1;530000;34438
15;17.01.2019 0:00:00;1;530000;34948
16;17.01.2019 0:00:00;1;530000;35332
17;17.01.2019 0:00:00;1;530000;34804
18;17.01.2019 0:00:00;1;530000;34136
19;17.01.2019 0:00:00;1;530000;33449
20;17.01.2019 0:00:00;1;530000;32242
21;17.01.2019 0:00:00;1;530000;30515
22;17.01.2019 0:00:00;1;530000;28819
23;17.01.2019 0:00:00;1;530000;27865
0;18.01.2019 0:00:00;1;530000;26881
1;18.01.2019 0:00:00;1;530000;26634
2;18.01.2019 0:00:00;1;530000;26548
3;18.01.2019 0:00:00;1;530000;26963
4;18.01.2019 0:00:00;1;530000;27983
5;18.01.2019 0:00:00;1;530000;30386
6;18.01.2019 0:00:00;1;530000;32325
7;18.01.2019 0:00:00;1;530000;33446
8;18.01.2019 0:00:00;1;530000;34140
9;18.01.2019 0:00:00;1;530000;34105
10;18.01.2019 0:00:00;1;530000;33535
11;18.01.2019 0:00:00;1;530000;33187
12;18.01.2019 0:00:00;1;530000;33689
13;18.01.2019 0:00:00;1;530000;33438
14;18.01.2019 0:00:00;1;530000;33259
15;18.01.2019 0:00:00;1;530000;33914
16;18.01.2019 0:00:00;1;530000;34488
17;18.01.2019 0:00:00;1;530000;34009
18;18.01.2019 0:00:00;1;530000;33358
19;18.01.2019 0:00:00;1;530000;32938
20;18.01.2019 0:00:00;1;530000;31890
21;18.01.2019 0:00:00;1;530000;30407
22;18.01.2019 0:00:00;1;530000;28954
23;18.01.2019 0:00:00;1;530000;27714
0;19.01.2019 0:00:00;1;530000;26813
1;19.01.2019 0:00:00;1;530000;26396
2;19.01.2019 0:00:00;1;530000;26421
3;19.01.2019 0:00:00;1;530000;26493
4;19.01.2019 0:00:00;1;530000;27022
5;19.01.2019 0:00:00;1;530000;27999
6;19.01.2019 0:00:00;1;530000;29182
7;19.01.2019 0:00:00;1;530000;30339
8;19.01.2019 0:00:00;1;530000;31204
9;19.01.2019 0:00:00;1;530000;31650
10;19.01.2019 0:00:00;1;530000;31522
11;19.01.2019 0:00:00;1;530000;31682
12;19.01.2019 0:00:00;1;530000;31436
13;19.01.2019 0:00:00;1;530000;31709
14;19.01.2019 0:00:00;1;530000;31749
15;19.01.2019 0:00:00;1;530000;32402
16;19.01.2019 0:00:00;1;530000;33259
17;19.01.2019 0:00:00;1;530000;33123
18;19.01.2019 0:00:00;1;530000;32435
19;19.01.2019 0:00:00;1;530000;32170
20;19.01.2019 0:00:00;1;530000;31582
21;19.01.2019 0:00:00;1;530000;30013
22;19.01.2019 0:00:00;1;530000;29004
23;19.01.2019 0:00:00;1;530000;27912
0;20.01.2019 0:00:00;1;530000;26939
1;20.01.2019 0:00:00;1;530000;26439
2;20.01.2019 0:00:00;1;530000;26423
3;20.01.2019 0:00:00;1;530000;26504
4;20.01.2019 0:00:00;1;530000;27112
5;20.01.2019 0:00:00;1;530000;27774
6;20.01.2019 0:00:00;1;530000;28603
7;20.01.2019 0:00:00;1;530000;29694
8;20.01.2019 0:00:00;1;530000;31106
9;20.01.2019 0:00:00;1;530000;31638
10;20.01.2019 0:00:00;1;530000;31585
11;20.01.2019 0:00:00;1;530000;31523
12;20.01.2019 0:00:00;1;530000;31744
13;20.01.2019 0:00:00;1;530000;31588
14;20.01.2019 0:00:00;1;530000;31874
15;20.01.2019 0:00:00;1;530000;32839
16;20.01.2019 0:00:00;1;530000;33682
17;20.01.2019 0:00:00;1;530000;33578
18;20.01.2019 0:00:00;1;530000;33059
19;20.01.2019 0:00:00;1;530000;32515
20;20.01.2019 0:00:00;1;530000;31605
21;20.01.2019 0:00:00;1;530000;29827
22;20.01.2019 0:00:00;1;530000;28450
23;20.01.2019 0:00:00;1;530000;27613
0;21.01.2019 0:00:00;1;530000;26977
1;21.01.2019 0:00:00;1;530000;26714
2;21.01.2019 0:00:00;1;530000;26334
3;21.01.2019 0:00:00;1;530000;26821
4;21.01.2019 0:00:00;1;530000;28394
5;21.01.2019 0:00:00;1;530000;30894
6;21.01.2019 0:00:00;1;530000;32883
7;21.01.2019 0:00:00;1;530000;34504
8;21.01.2019 0:00:00;1;530000;35335
9;21.01.2019 0:00:00;1;530000;35103
10;21.01.2019 0:00:00;1;530000;34701
11;21.01.2019 0:00:00;1;530000;34455
12;21.01.2019 0:00:00;1;530000;34649
13;21.01.2019 0:00:00;1;530000;34684
14;21.01.2019 0:00:00;1;530000;34619
15;21.01.2019 0:00:00;1;530000;34678
16;21.01.2019 0:00:00;1;530000;35758
17;21.01.2019 0:00:00;1;530000;35519
18;21.01.2019 0:00:00;1;530000;34455
19;21.01.2019 0:00:00;1;530000;34039
20;21.01.2019 0:00:00;1;530000;32867
21;21.01.2019 0:00:00;1;530000;31178
22;21.01.2019 0:00:00;1;530000;29468
23;21.01.2019 0:00:00;1;530000;28513
0;22.01.2019 0:00:00;1;530000;28088
1;22.01.2019 0:00:00;1;530000;27705
2;22.01.2019 0:00:00;1;530000;27558
3;22.01.2019 0:00:00;1;530000;28172
4;22.01.2019 0:00:00;1;530000;29421
5;22.01.2019 0:00:00;1;530000;31930
6;22.01.2019 0:00:00;1;530000;34139
7;22.01.2019 0:00:00;1;530000;35595
8;22.01.2019 0:00:00;1;530000;36070
9;22.01.2019 0:00:00;1;530000;36004
10;22.01.2019 0:00:00;1;530000;35427
11;22.01.2019 0:00:00;1;530000;34974
12;22.01.2019 0:00:00;1;530000;35356
13;22.01.2019 0:00:00;1;530000;35134
14;22.01.2019 0:00:00;1;530000;35143
15;22.01.2019 0:00:00;1;530000;35448
16;22.01.2019 0:00:00;1;530000;36391
17;22.01.2019 0:00:00;1;530000;36219
18;22.01.2019 0:00:00;1;530000;35395
19;22.01.2019 0:00:00;1;530000;34981
20;22.01.2019 0:00:00;1;530000;33827
21;22.01.2019 0:00:00;1;530000;31949
22;22.01.2019 0:00:00;1;530000;30722
23;22.01.2019 0:00:00;1;530000;29697
0;23.01.2019 0:00:00;1;530000;28835
1;23.01.2019 0:00:00;1;530000;28475
2;23.01.2019 0:00:00;1;530000;28553
3;23.01.2019 0:00:00;1;530000;28961
4;23.01.2019 0:00:00;1;530000;30293
5;23.01.2019 0:00:00;1;530000;32673
6;23.01.2019 0:00:00;1;530000;34964
7;23.01.2019 0:00:00;1;530000;36620
8;23.01.2019 0:00:00;1;530000;37141
9;23.01.2019 0:00:00;1;530000;37099
10;23.01.2019 0:00:00;1;530000;36470
11;23.01.2019 0:00:00;1;530000;36030
12;23.01.2019 0:00:00;1;530000;35872
13;23.01.2019 0:00:00;1;530000;35854
14;23.01.2019 0:00:00;1;530000;35705
15;23.01.2019 0:00:00;1;530000;35951
16;23.01.2019 0:00:00;1;530000;36986
17;23.01.2019 0:00:00;1;530000;36825
18;23.01.2019 0:00:00;1;530000;35936
19;23.01.2019 0:00:00;1;530000;35541
20;23.01.2019 0:00:00;1;530000;34246
21;23.01.2019 0:00:00;1;530000;32507
22;23.01.2019 0:00:00;1;530000;30880
23;23.01.2019 0:00:00;1;530000;29578
0;24.01.2019 0:00:00;1;530000;29042
1;24.01.2019 0:00:00;1;530000;28449
2;24.01.2019 0:00:00;1;530000;28629
3;24.01.2019 0:00:00;1;530000;29046
4;24.01.2019 0:00:00;1;530000;30223
5;24.01.2019 0:00:00;1;530000;32492
6;24.01.2019 0:00:00;1;530000;34673
7;24.01.2019 0:00:00;1;530000;36319
8;24.01.2019 0:00:00;1;530000;36958
9;24.01.2019 0:00:00;1;530000;37064
10;24.01.2019 0:00:00;1;530000;36266
11;24.01.2019 0:00:00;1;530000;35854
12;24.01.2019 0:00:00;1;530000;35880
13;24.01.2019 0:00:00;1;530000;35679
14;24.01.2019 0:00:00;1;530000;35617
15;24.01.2019 0:00:00;1;530000;35671
16;24.01.2019 0:00:00;1;530000;36687
17;24.01.2019 0:00:00;1;530000;36607
18;24.01.2019 0:00:00;1;530000;35720
19;24.01.2019 0:00:00;1;530000;35053
20;24.01.2019 0:00:00;1;530000;33989
21;24.01.2019 0:00:00;1;530000;32179
22;24.01.2019 0:00:00;1;530000;30768
23;24.01.2019 0:00:00;1;530000;29561
0;25.01.2019 0:00:00;1;530000;28861
1;25.01.2019 0:00:00;1;530000;28691
2;25.01.2019 0:00:00;1;530000;28695
3;25.01.2019 0:00:00;1;530000;29082
4;25.01.2019 0:00:00;1;530000;30606
5;25.01.2019 0:00:00;1;530000;32910
6;25.01.2019 0:00:00;1;530000;35111
7;25.01.2019 0:00:00;1;530000;36520
8;25.01.2019 0:00:00;1;530000;37189
9;25.01.2019 0:00:00;1;530000;36958
10;25.01.2019 0:00:00;1;530000;36315
11;25.01.2019 0:00:00;1;530000;35738
12;25.01.2019 0:00:00;1;530000;35739
13;25.01.2019 0:00:00;1;530000;35423
14;25.01.2019 0:00:00;1;530000;35354
15;25.01.2019 0:00:00;1;530000;35644
16;25.01.2019 0:00:00;1;530000;36721
17;25.01.2019 0:00:00;1;530000;36428
18;25.01.2019 0:00:00;1;530000;35677
19;25.01.2019 0:00:00;1;530000;35008
20;25.01.2019 0:00:00;1;530000;34105
21;25.01.2019 0:00:00;1;530000;32552
22;25.01.2019 0:00:00;1;530000;30951
23;25.01.2019 0:00:00;1;530000;29762
0;26.01.2019 0:00:00;1;530000;28947
1;26.01.2019 0:00:00;1;530000;28450
2;26.01.2019 0:00:00;1;530000;28368
3;26.01.2019 0:00:00;1;530000;28404
